id,codigomex2,nombre_del_alimento,energ_kcal,carbohydrt,lipid_tot,protein
597,8019,HUEVA DE PESCADO (PROMEDIO),124,1.5,3.8,20.9
598,8020,JAIBA COCIDA,83,0,1.3,17.3
599,8021,JAIBA CRUDA,97,1.1,01.08,17.4
600,8022,LANGOSTA CRUDA,92,0.5,0.9,16.2
601,8023,LANGOSTINO CRUDO,68,0,1.12,14.6
602,8024,MARISCOS PRECOCIDOS (COMBINACION VARIOS TIPOS),136.75,1.61,2.76,25.07
603,8025,MEJILLONES FRESCOS,86,3.69,2.24,11.9
604,8026,"MEJILLONES Y OSTIONES, INDUSTRIALIZADOS",180.9,6.83,8.72,17.01
605,8027,NUGGETS DE PESCADO PARA PREPARAR,277,21.66,16.23,11.01
606,8028,OSTIONES SIN CONCHA,78,4.9,0.56,9.4
607,8029,OSTRAS ENLATADAS,68,3.91,2.47,07.06
608,8030,OSTRAS FRESCAS,51,2.72,1.71,5.71
609,8031,"PESCADO FRESCO, PROMEDIO",129.2,0.24,04.02,22.36
610,8032,"PESCADO FRESCO, PROMEDIO",112.64,0.06,3.65,19.03
611,8033,"PESCADO FRESCO, BASSA",119,0,5.94,15.23
612,8034,"PESCADO FRESCO, CABALLA",205,0,13.89,18.6
613,8035,"PESCADO FRESCO, TILAPIA",96,0,1.7,20.08
614,8036,"PESCADO FRESCO, BAGRE",103,0,1.93,15.91
615,8037,"PESCADO FRESCO, BONITO",162,0,1.32,23.3
616,8038,"PESCADO FRESCO, BOQUERON CRUDO",114,0,2.16,17.7
617,8039,"PESCADO FRESCO, BOQUILLA",147,0,0.22,33.2
618,8040,"PESCADO FRESCO, CABRILLA",81,0,0.1,20.1
619,8041,"PESCADO FRESCO, CARPA",122,0,01.02,19.6
620,8042,"PESCADO FRESCO, CAZON",106,0,0.17,21.15
621,8043,"PESCADO FRESCO, CHARALES",282,3.4,6.9,51.6
622,8044,"PESCADO FRESCO, CHERNA",90,0,2.98,15.1
623,8045,"PESCADO FRESCO, FILETE (TODOS LOS TIPOS)",97.46,0,0.78,19.62
624,8046,"PESCADO FRESCO, GUACHINANGO",91,0,0.63,19.2
625,8047,"PESCADO FRESCO, GURRUBATA",87,0,1.75,17.83
626,8048,"PESCADO FRESCO, ISABELITA",83,0,0.2,20.3
627,8049,"PESCADO FRESCO, JOROBADO",145,0,1.36,19.9
628,8050,"PESCADO FRESCO, LENGUADO",76,0,1,16.7
629,8051,"PESCADO FRESCO, LISA",112,0,9.36,19.6
630,8052,"PESCADO FRESCO, MERO",87,0,2.98,15.1
631,8053,"PESCADO FRESCO, MOJARRA",91,0,2.7,16.8
632,8054,"PESCADO FRESCO, PAMPANO",194,0,4,15
633,8055,"PESCADO FRESCO, PARGO",103,0,2.59,21.1
634,8056,"PESCADO FRESCO, ROBALO",89,0,1,20
635,8057,"PESCADO FRESCO, SARGO",88,0,1.59,18.47
636,8058,"PESCADO FRESCO, SIERRA",203,0,2.75,19.4
637,8059,"PESCADO FRESCO, TRUCHA",163,0,1.67,18.3
638,8060,"PESCADO SECO, PROMEDIO",304,1.25,3.13,65.56
639,8061,"PESCADO SECO, BACALAO",290,0,2.37,62.82
640,8062,"PESCADO SECO, CHARALES",318,2.5,3.9,68.3
641,8063,PULPO CRUDO,59,0,0.32,12.6
642,8064,SALMON COCIDO,156,0,5.57,26.48
643,8065,SALMON EN ACEITE (INDUSTRIALIZADO),302,0,23.9,21.7
644,8066,SALMON FRESCO,131,0,4.69,22.25
645,8067,SARDINAS EN ACEITE (INDUSTRIALIZADO),290,0.6,23.6,18.8
646,8068,SARDINAS EN TOMATE (INDUSTRIALIZADO),121.29,1.7,15.4,12.23
647,8069,SURIMI,99,6.85,0.9,15.18
648,8070,"TORTUGA, CARNE FRESCA",89,0,0.5,19.8
649,9000,BOLONIA DE PAVO (EMBUTIDO),209,4.68,16.05,11.42
650,9001,CHORIZO DE CERDO,455,1.86,38.27,24.1
651,9002,CHORIZO DE PAVO,256.46,04.06,20.31,14.42
652,9003,CHORIZO Y LONGANIZA PROMEDIO,263.64,4.16,19.97,16.1
653,9004,"EMBUTIDO PROMEDIO (SALCHICHA, JAMON Y MORTADELA, DE CERDO Y RES)",179.23,4.52,12.1,14.78
654,9005,JAMON DE CERDO,298,0.6,26,15.4
655,9006,JAMON DE PAVO,123,0.4,5.1,18.9
656,9007,"JAMON ENDIABLADO, INDUSTRIALIZADO",250,6,20,12
657,9008,"JAMON PAVO Y CERDO, PROMEDIO",210.5,0.5,15.55,17.15
658,9009,JAMON SERRANO,264.42,0.82,11.07,29.95
659,9010,LONGANIZA DE CERDO,413,01.02,40.29,11.69
660,9011,LONGANIZA DE POLLO,156.55,2.52,11.1,11.42
661,9012,MORONGA,176,1.28,12.9,13.8
662,9013,MORTADELA,307,3.1,25.4,16.4
663,9014,PASTEL DE PAVO,209,4.68,16.05,11.42
664,9015,"PATE (HIGADO NO ESPECIFICADO), INDUSTRIALIZADO",320,1.5,28,14.2
665,9016,PECHUGA DE PAVO AHUMADA EMBUTIDO,158,4.65,8.75,15.05
666,9017,PECHUGA DE PAVO EMBUTIDO,155,0.47,08.08,18.79
667,9018,PEPPERONI,339.03,10.3,24.94,19.09
668,9019,QUESO DE PUERCO,157,0,10.9,13.83
669,9020,SALAMI (CERDO Y RES),321.43,0.71,24.29,25
670,9021,SALCHICHA DE CERDO,269,0.28,23.68,15.27
671,9022,SALCHICHA DE PAVO,165.09,9.72,9.99,9.74
672,9023,SALCHICHA DE PAVO Y PUERCO,342,3.63,30.64,12.05
673,9024,SALCHICHA DE RES,327,4.61,28.22,12.9
674,9025,TOCINO DE PUERCO,532,0,57.5,3.7
675,10000,ALIMENTO LIQUIDO DE ALMENDRAS,21.45,2.5,01.07,0.43
676,10001,"BEBIDAS DE SOYA (TIPO ADES-ALMENDRA), SIN AZÚCAR AÑADIDO, INDUSTRIALIZADA 946mL",35.5,75,2.25,3.1
677,10002,"BEBIDAS DE SOYA (TIPO ADES-CON JUGO DE FRUTA, VARIOS SABORES), ENDULZADA, INDUSTRIALIZADA 946mL",22.9,4.3,0.4,0.6
678,10003,"BEBIDAS DE SOYA (TIPO ADES-FRAPPÉ DE COCO), ENDULZADA, INDUSTRIALIZADA 946mL",48.25,3.82,2.24,3.24
679,10004,CLARA DE HUEVO,52,0.73,0.17,10.9
680,10005,CLUB CHAMBURSY LIGHT YOGURT DE FRESA,55,10.4,0.9,1.4
681,10006,CREMA ACIDA DE LECHE DE VACA (TIPO ALPURA Y LALA),326.58,2.97,33.48,3.25
682,10007,"CREMA DE LECHE DE VACA, REDUCIDA EN GRASA O LIGHT",169.54,5.86,14.82,3.52
683,10008,"CREMA DE LECHE, EN POLVO",574.73,50,41.25,0.87
684,10009,CREMA DULCE DE LECHE DE VACA (TIPO MEDIACREMA),219.47,3.85,21.77,2.2
685,10010,CREMA PROMEDIO,206.84,4.19,19.97,2.59
686,10011,DANONINO,203.98,12.94,2.35,3.26
687,10012,"DANONINO O SIMILAR, DANONINO BEBIBLE 170g",72.11,14.11,1.44,0.67
688,10013,FERMENTADO LACTEO TIPO ACTIMEL Y SVELTY GASTROPROTECT,65.79,10.25,1.4,03.07
689,10014,"FORMULA LACTEA LIGHT, FLUIDA",23.88,5.52,1,2.2
690,10015,HUEVO DE CODORNIZ,158,0.41,11.09,13.05
691,10016,HUEVO DE CODORNIZ,158.44,0.41,11.09,13.05
692,10017,HUEVO DE GALLINA (ENTERO),143,0.72,9.51,12.56
693,10018,HUEVO DE GANSA,185,1.35,13.27,13.87
694,10019,HUEVO DE IGUANA,218,4.3,15.2,14.9
695,10020,HUEVO DE PATA,189,1.4,14.05,13
696,10021,HUEVO DE PAVA,171,1.15,11.95,13.39
697,10022,HUEVO DE TORTUGA,115,0.9,6.3,12.6
698,10023,HUEVO DESHIDRATADO,590,04.03,41.86,46.13
699,10024,HUEVO DURO,155,1.12,10.61,12.58
700,10025,"HUEVO ENTERO COCINADO, FRITO",196,0.83,14.84,13.61
701,10026,"HUEVO, YEMA",322,3.59,26.54,15.86
702,10027,JOCOQUE,172.9,5.83,11.66,11.16
703,10028,"LECHE CON AZUCAR (U OTRO ENDULZANTE CON CALORIAS), PREPARACION ESTANDARIZADA",93.7,14.57,2.84,2.78
704,10029,"LECHE CON CAFE O CHOCOLATE, INDUSTRIALIZADA",63.64,8.2,02.07,2.98
705,10030,"LECHE CON CHOCOLATE, PREPARACION ESTANDARIZADA",90.08,12.63,03.05,3.1
706,10031,"LECHE CON FIBRA (TIPO SVELTY ACTIFIBRA), EN POLVO",343,50,9,15.5
707,10032,LECHE DE ALPISTE,240,40,4,8
708,10033,"LECHE DE BURRA, FLUIDA",54,6.1,2.4,2
709,10034,LECHE DE COCO,27.8,3,1.75,0.1
710,10035,"LECHE DE SOYA, FLUIDA",44,3.61,1.94,03.08
711,10036,"LECHE DESCREMADA, EN POLVO",333.5,60,1.5,20
712,10037,"LECHE DESCREMADA, EN POLVO CON VIT. A",359,51.9,0.8,36.1
713,10038,"LECHE DESCREMADA, EVAPORADA",93,9,3.7,5.8
714,10039,LECHE DESLACTOSADA EN POLVO,428.33,51.16,14.33,23.83
715,10040,"LECHE DESLACTOSADA ENTERA, FLUIDA",57,4.5,3,3
716,10041,"LECHE DESLACTOSADA LIGHT, FLUIDA",34.05,4.45,0.48,2.96
717,10042,"LECHE ENTERA DE CABRA, FLUIDA",69,4.4,4.1,3.6
718,10043,LECHE ENTERA EN POLVO CON CHOCOLATE,108.73,17.54,2.97,2.95
719,10044,"LECHE ENTERA HERVIDA, FLUIDA",69,5.2,3.8,3.4
720,10045,"LECHE ENTERA PASTEURIZADA O CRUDA, FLUIDA",60.49,4.9,3.16,3.1
721,10046,"LECHE ENTERA, EN POLVO",493.33,39,26,26
722,10047,"LECHE ENTERA, EVAPORADA",109.6,10.9,4,7.5
723,10048,"LECHE LICONSA FORTIFICADA TENUTRE, EN POLVO",494,39,26,26
724,10049,"LECHE LICONSAFORTIFICADA TENUTRE, FLUIDA",421,47,13,29
725,10050,LECHE LICONSA PROMEDIO,49.04,4.75,2.36,03.05
726,10051,"LECHE LICONSA REDUCIDA EN GRASA, FLUIDA",35.6,4.8,0.48,3
727,10052,LECHE LIGHT (PROMEDIO),40.67,5.76,0.65,03.02
728,10053,"LECHE LIGHT, EVAPORADA (CARNATION LIGHT)",113.25,11.41,4.6,6.42
729,10054,"LECHE LIGHT, FLUIDA",35.56,4.89,0.42,03.03
730,10055,LECHE MATERNA,72.8,7.18,4.56,01.07
731,10056,LECHE NIDO KINDER,444.44,60,16,15
732,10057,"LECHE NURSOY (DE SOYA), EN POLVO",507.69,51.28,27.69,13.84
733,10058,"LECHE SABORIZADA (CHOCOLATE, FRESA, VAINILLA), FLUIDA",76.54,12.88,1.82,2.14
734,10059,LECHE SABORIZADA ALPURA VAQUITAS 250mL,54.56,7.17,1.54,2.95
735,10060,LECHE HERSHEY'S COOKIES 'N' CREME 236 ML,58.78,9.66,01.02,2.71
736,10061,LECHE SABORIZADA SANTA CLARA TODOS SABORES- ENVASE DE PLÁSTICO 240mL,73.27,11.46,1.74,2.95
737,10062,LECHE SABORIZADA SANTA CLARA TODOS SABORES-TETRAPACK 240mL,74.3,11.74,1.75,2.91
738,10063,"LECHE SEMIDESCREMADA, FLUIDA",47.5,4.75,1.62,03.04
739,10064,"LECHE SIN COLESTEROL, FLUIDA",50.83,4.79,2.12,3.12
740,10065,"LECHE SVELTY, HIDRATADA (FLUIDA)",47.8,8.8,0.2,2.7
741,10066,"LECHE SVELTY, POLVO",404.16,55.94,11.55,19.05
742,10067,"LECHE, ALPURA",62.19,4.79,3.42,3.13
743,10068,"LECHE, ALPURA DESLACTOSADA",46.48,4.65,1.74,03.03
744,10069,"LECHE, ALPURA LIGHT",42.19,05.04,1,3.25
745,10070,"LECHE, FRESCA DE VACA",60.62,4.65,3.31,03.03
746,10071,"LECHE, LALA",60.9,4.8,3.24,3.12
747,10072,"LECHE, LALA EXTRA CALCIO DESLACTOSADA",50.05,5.47,1.55,3.53
748,10073,"LECHE, LALA LIGHT DESLACTOSADA",36,4.8,0.48,3.21
749,10074,"LECHE, NUTRILECHE",56.14,5.35,2.91,2.13
750,10075,"LECHE, SANTA CLARA",61.4,5.6,3,3
751,10076,MEDIA CREMA,131,4.3,11.5,3.13
752,10077,NATA DE LECHE,340,2.84,36.08,2.84
753,10078,QUESO (PROMEDIO),307.12,3.67,23.66,19.84
754,10079,QUESO AÑEJO TIPO COTIJA,374,4.63,29.34,25.07
755,10080,QUESO ASADERO,356,2.87,23,24
756,10081,QUESO BLUE CHEESE,353,2.34,28.74,21.4
757,10082,QUESO BRIE,334,0.45,27.68,20.75
758,10083,QUESO BRIE,334,0.45,27.68,20.75
759,10084,QUESO CAMEMBERT,301.46,5.39,23.36,17.6
760,10085,QUESO CHEDDAR,393.24,1.85,32.31,23.71
761,10086,QUESO CHEDDAR BAJO EN GRASA,173,1.91,7,24.35
762,10087,QUESO CHEDDAR BAJO EN SODIO,398,1.91,32.62,24.35
763,10088,QUESO CHIHUAHUA,337.61,2.48,27.33,20.41
764,10089,QUESO COTTAGE,89.89,2.63,3.63,11.22
765,10090,QUESO COTTAGE BAJO EN GRASA,76,4.2,1.2,12.1
766,10091,QUESO CREMA,296.83,4.75,29.25,6.37
767,10092,"QUESO CREMA O AMERICANO (AMARILLO), LIGHT",193.33,7.66,12.99,11.33
768,10093,QUESO FETA,265,3.88,21.49,14.21
769,10094,QUESO FRESCO DE CABRA,292.43,6.31,20.7,15.43
770,10095,QUESO GOUDA,361.52,1.12,29.44,21.89
771,10096,QUESO GRUYERE,413,0.36,32.34,29.81
772,10097,QUESO HOLANDES,400,8.1,26,35.5
773,10098,QUESO MANCHEGO,332.44,0.86,27,21.5
774,10099,QUESO MOZZARELLA,293.22,3.32,21.2,22.33
775,10100,QUESO OAXACA,280.11,3.41,20.75,20.79
776,10101,QUESO OAXACA LIGHT,217.5,2,13.5,22
777,10102,"QUESO PANELA O FRESCO, DE VACA",320.2,5.36,22.49,19.51
778,10103,QUESO PARMESANO (DURO),392.85,3.35,27.34,33.07
779,10104,QUESO PARMESANO RALLADO,420,13.91,27.84,28.42
780,10105,QUESO PASTEURIZADO AMERICANO (FORTIFICADO CON VITAMINA D),376,1.6,31.2,22.2
781,10106,QUESO PASTEURIZADO SUIZO,334,2.1,25.01,24.73
782,10107,QUESO PHILADELPHIA,300,4.2,29.2,1.5
783,10108,QUESO PIMIENTO,375,1.73,31.2,22.13
784,10109,QUESO PROVOLONE,351,2.14,26.62,25.58
785,10110,QUESO RICOTTA,150,7.27,10.18,7.54
786,10111,QUESO RICOTTA BAJO ENGRASA,138,5.14,7.91,11.39
787,10112,QUESO SUIZO,374,3.4,27.4,28.4
788,10113,QUESO TIPO PANELA SEMIBLANDO OREADO,278,2.5,18,26.5
789,10114,QUESO TIPO ROQUEFORT,366.5,1,31.3,20.25
790,10115,REQUESON (PROMEDIO),161,10,8,12.3
791,10116,SOFUL PARA BEBER (TODOS SABORES),45.33,7.66,0.38,2.86
792,10117,"SOFUL, TIPO YOGURT (TODOS SABORES)",45.33,7.66,0.38,2.86
793,10118,YAKULT,68.75,15.87,0.05,1.25
794,10119,YAKULT 40 LT LIGHT (SIN AZUCAR),37.5,10.5,0.05,1.25
795,10120,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, ALPURA YOGUR NATURAL SIN AZUCAR 150g",73,5.5,4,3.8
796,10121,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, LALA YOGUR NATURAL LIGHT 220g",46.4,7.88,0,3.68
797,10122,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO NATURAL 125g",61.36,4.32,1.52,7.6
798,10123,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO TODOS LOS SABORES 125g",69.39,7.65,1.33,6.69
799,10124,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO NATURAL 900g",56.8,7.12,1.44,3.84
800,10125,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO TODOS LOS SABORES 900g",53.92,07.04,2.19,3.55
801,10126,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (CIRUELA PASA 900 G)",87,13.6,1.7,2.5
802,10127,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (FRESA 900 G)",84,12.7,2.6,2.4
803,10128,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (NATURAL 900 G)",84,10.6,3.12,3.28
804,10129,"YOGUR DE VASO ENTERO CON FRUTAS, ALPURA (CON FRUTAS, 145g)",102.92,16.99,2.67,2.83
805,10130,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREAL, 1Kg)",89,13,2,3.7
806,10131,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREALES, 205g)",96.8,15.04,2.48,3.52
807,10132,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CREMOSO, FRESA, 125g)",691.2,15.68,2.32,3.12
808,10133,"YOGUR DE VASO ENTERO CON FRUTAS, SANTA CLARA (MORA AZUL - 125g)",93.28,16.4,1.6,3.32
809,10134,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) NATURAL",55,5,0.41,4.5
810,10135,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) TODOS LOS SABORES",55,8.3,0.37,4.5
811,10136,"YOGUR DE VASO ENTERO NATURAL, LALA (DESLACTOSADO, 900 g)",86.96,11.91,03.04,3.48
812,10137,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY 0% GRASA, TODOS LOS SABORES 225g",37.33,4.44,01.02,2.53
813,10138,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY BEBIBLE FIGURA O% 225g",37.33,4.53,01.02,2.53
814,10139,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA TODOS LOS SABORES 217g",41.34,5.71,0.97,2.44
815,10140,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL FRESA 0% (100g)",34,4,0.4,2.9
816,10141,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL MULTI FRUTAS (100g)",79,12.7,1.5,2.9
817,10142,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL (100g)",73,10.8,1.6,3
818,10143,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL 0% (100g)",28,3.3,0.1,2.8
819,10144,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL TODOS SABORES (100g)",60.4,8.74,1.28,2.88
820,10145,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (NATURAL 225g)",70.4,12,1.6,2.5
821,10146,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SEMILLAS SELECTAS, TODOS SABORES 225g)",78.29,13.59,1.59,2.41
822,10147,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SIN AZUCAR SABOR CIRUELA PASA 225g)",44.3,5.2,1.5,2.6
823,10148,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (TODOS LOS SABORES 225g)",81.8,14.7,1.5,2.4
824,10149,"YOGUR PARA BEBER CON PROBIÓTICOS, BENEGASTRO (NATURAL 240g)",80.17,15.04,1.33,2
825,10150,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (FRESA, 120g)",379.17,13.17,1.33,2.75
826,10151,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (NATURAL, 110g)",75.83,13.17,1.33,2.75
827,10152,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 BALANCE (TODOS LOS SABORES 250g)",80.6,14.4,1.46,2.44
828,10153,"YOGUR PARA BEBER CON PROBIÓTICOS, GASTRO PROTECT (NATURAL, 228g)",65.79,10.26,1.4,03.07
829,10154,"YOGUR PARA BEBER CON PROBIÓTICOS, SVELTY GASTRO PROTECT (NATURAL, 221g)",67.9,10,1,3
830,10155,"YOGUR PARA BEBER ENTERO CON FRUTA, ALPURA BEBIBLE (CON FRUTAS-DURAZNO, 250g)",78.67,13.44,1.6,2.44
831,10156,"YOGUR PARA BEBER ENTERO CON FRUTA, DANUP Q-KIS CREMOSO 220g",78.9,12.6,1.3,1.7
832,10157,"YOGUR PARA BEBER ENTERO CON FRUTA, OIKOS ESTILO GRIEGO BEBIBLE 225g",80.75,13.02,1.82,03.07
833,10158,"YOGUR PARA BEBER ENTERO CON FRUTA, YOPLAIT BEBIBLE ENTERO CON FRUTAS 242g",72.93,12.98,1.61,1.61
834,10159,YOGURT DE FRUTAS (TODOS LOS SABORES),91.5,14.9,2.17,03.07
835,10160,YOGURT DE SOYA (TODOS SABORES),40.46,6.89,0.58,1.4
836,10161,YOGURT LIGHT (TODOS SABORES),60.48,9.31,0.84,3.9
837,10162,YOGURT NATURAL (LECHE ENTERA),82.8,11.86,2.63,3.44
838,10163,YOGURT NATURAL (LECHE SEMIDESCREMADA),66.18,7.24,1.39,3.77
839,10164,YOGURT PARA BEBER (TODOS SABORES),73.7,12.67,1.69,1.96
840,10165,YOGURT PARA BEBER LIGHT (TODOS SABORES),46.25,8.52,0.13,2.79
841,11000,ACOCILES,107,0,1.3,21
842,11001,CARACOL DE RIO,90,2,1.4,16.1
843,11002,CHAPULINES CRUDOS,412,23.524.470.749.632.500,4.71,77.25
844,11003,GUSANO AHUAHUTLE (HUEVECILLOS),286,23.524.470.749.632.500,3.48,63.8
845,11004,GUSANO DE MAGUEY,190,0,13.7,16.7
846,11005,JUMILES,437,0,34.2,32.2
847,11006,ORUGAS,54,0,1.2,10.7
848,12000,ALEGRIA NATURAL,371,65.25,07.02,13.56
849,12001,AMARANTO TOSTADO,376,61.23,7.2,16.45
850,12002,ARROZ INTEGRAL,359,76.17,2.68,7.5
851,12003,ARROZ INTEGRAL COCIDO,123,25.58,0.97,2.74
852,12004,ARROZ PRECOCIDO,374,80.89,01.03,7.51
853,12005,ARROZ PROMEDIO,363.29,79,1.46,7.38
854,12006,ARROZ PULIDO (CRUDO),365,79.95,0.66,7.13
855,12007,AVENA (HOJUELAS),373,64.94,6.9,12.76
856,12008,CAMOTE COCIDO SIN PIEL,76,17.72,0.14,1.37
857,12009,CEBADA,354,73.48,2.3,12.48
858,12010,CEBADA (PERLA),352,75.5,1.16,9.91
859,12011,CENTENO (GRANO),351,69.76,2.5,12.3
860,12012,ELOTE (PROMEDIO),97,22.06,1.24,3.26
861,12013,ELOTE AMARILLO,86,18.7,1.35,3.27
862,12014,ELOTE BLANCO,86,19.02,1.18,3.22
863,12015,ELOTE BLANCO COCIDO CON SAL,97,21.71,1.41,3.34
864,12016,ELOTE BLANCO COCIDO SIN SAL,97,21.71,1.41,3.34
865,12017,"ELOTE EN GRANO, INDUSTRIALIZADO",65.84,13.23,0.78,2.37
866,12018,"ESPAGUETI (SECO), NO PREPARADO",358,78.2,1.2,8.5
867,12019,FECULA DE MAIZ,355.56,87.78,0,0
868,12020,GERMEN DE TRIGO (CRUDO),367,46.7,9.72,23.15
869,12021,GRANOS DE ELOTE NATURAL,365,74.26,4.74,9.42
870,12022,HARINA 74% DE EXTRACCION (1A.),354,77.8,1.1,8.2
871,12023,HARINA 80% DE EXTRACCION (2A.),359,76,2,9.3
872,12024,HARINA DE ARROZ,365.23,81.5,01.09,7.5
873,12025,HARINA DE MAIZ NIXTAMALIZADA (MASECA),296.3,55.9,3.6,6.8
874,12026,HARINA DE MAIZ NIXTAMALIZADA (MINSA),376,77,4,8
875,12027,HARINA DE MAIZ PARA ATOLE,394,78.8,5.1,8.2
876,12028,HARINA DE MAIZ PARA TAMALES,387,78.45,4.2,8.8
877,12029,HARINA DE TRIGO REFINADA,337,71,1,11
878,12030,HARINA INTEGRAL DE CENTENO,355,69.74,2.69,13.03
879,12031,HARINA NIXTAMALIZADA (Maseca),345,68,4.5,8
880,12032,HARINA PARA HOT CAKES,285.7,55.2,4,8.4
881,12033,HARINA PARA REPOSTERIA,378,83.5,1.2,8.2
882,12034,MAIZ AMARILLO,365,74.26,4.74,9.42
883,12035,MAIZ BLANCO,365,74.26,4.74,9.42
884,12036,MAIZ CACAHUAZINTLE,371,70.49,4.7,11.7
885,12037,MAIZ INFLADO AZUCARADO,431,79.1,12.8,3.8
886,12038,MAIZ NEGRO O AZUL,374,70.93,5.44,10.4
887,12039,MAIZ PALOMERO,375,71.1,4.6,12.2
888,12040,MAIZ PRECOCIDO (PARA POZOLE),136.69,24.94,02.05,2.69
889,12041,"MAIZENA SIN SABOR, EN POLVO",244.98,53.9,0.16,0.16
890,12042,MASA CON CACAO,206.5,47.55,10.16,14.77
891,12043,MASA TRATADA CON CAL DE MAIZ AMARILLO,161,31.8,2.2,3.5
892,12044,MASA TRATADA CON CAL DE MAIZ BLANCO,158,31.8,1.9,3.5
893,12045,MASA YUCATAN  (NIXTAMAL),171,36.4,1.2,3.6
894,12046,OBLEAS,364.2,55,12.5,8.5
895,12047,PAN ARABE (PITA) BLANDO,289.23,61.53,0.61,9.23
896,12048,"PAN INTEGRAL (BOLILLO, TELERA)",260,50,4.17,12.5
897,12049,PAPA COCIDA CON SAL,86,20.01,0.1,1.86
898,12050,PAPA COCIDA SIN SAL,87,20.13,0.1,1.87
899,12051,PASTA COCIDA CON SAL,157,30.59,0.93,5.8
900,12052,PASTA COCIDA SIN SAL,158,30.86,0.93,5.8
901,12053,PASTA ENRIQUECIDA CON HUEVO,373,74.4,4.1,9.7
902,12054,PASTA HOJALDRE (CRUDA),551,45.1,38.1,7.3
903,12055,PASTA PARA SOPA ENRIQUECIDA CON ESPINACAS,362,78.5,1.6,8.4
904,12056,PASTA SIN ENRIQUECER (PROMEDIO),371,74.67,1.51,13.04
905,12057,PINOLE SIN AZUCAR,361,76.85,3.86,6.93
906,12058,SALVADO DE TRIGO,216,64.51,4.25,15.55
907,12059,TORTILLA (PROMEDIO),239.65,46.42,3.69,5.82
908,12060,TORTILLA DE HARINA MASECA O MINSA,362.33,76.71,3.88,7.76
909,12061,TORTILLA DE LINAZA O NOPAL,193.93,45.58,0.54,4.32
910,12062,TORTILLA NIXTAMALIZADA (PROMEDIO),199,39.72,2.67,5.1
911,12063,"TORTILLA, DE HARINA DE MAÍZ MASECA O MINSA (FORTIFICADA)",297,49.27,7.58,08.01
912,12064,"TORTILLA, DE HARINA DE MAIZ MINSA (FORTIFICADA), PREPARACION ESTANDARIZADA",1.858.125,398.817,207.178,414.355
913,12065,"TORTILLA, DE HARINA DE TRIGO (FORTIFICADA)",298.47,44.08,10.83,5.4
914,12066,"TORTILLA, DE MAIZ INDUSTRIALIZADA (PROMEDIO), (TIPO MILPA REAL)",214.07,44.08,1.93,5.27
915,12067,"TORTILLA, DE MAIZ Y SOYA",222,46.6,2.5,5.7
916,12068,"TORTILLA, DE MAIZ Y TRIGO",193,40.6,1.5,4.3
917,12069,"TORTILLA, DE MASA DE MAIZ AMARILLO (NO FORTIFICADO)",2.286.485,47.47,03.02,5.5
918,12070,"TORTILLA, DE MASA DE MAIZ AZUL O NEGRO (NO FORTIFICADO)",265.597,56.42,2.93,6.53
919,12071,"TORTILLA, DE MASA DE MAIZ BLANCO (NO FORTIFICADO)",199.815,44.9,1,5.4
